N°,PC,Nro Arbol,Faja,Especie,Dap ,HC,HT,CF,VOL M3,ESTE,NORTE,Condicion,Obs,COD_cond,COD_sp1,COD_sp2,COD_GPS
1968,2,407,6,Cumala blanca,48,17,20,1,0,676361,9630776,Semillero,,S,Cuma,bl,S_Cuma bl_2/407
1969,2,408,6,Cumala blanca,70,18,22,1,4.503,676353,9630766,Aprovechable,,,Cuma,bl,Cuma bl_2/408
1970,2,409,6,Caimitillo,60,16,20,1,2.941,676343,9630733,Aprovechable,,,Caim,,Caim_2/409
1971,2,410,6,Sacha casho,88,20,24,1,7.907,676360,9630640,Aprovechable,,,Sach,ca,Sach ca_2/410
1972,2,411,6,Cumala blanca,48,19,22,1,2.235,676389,9630648,Aprovechable,,,Cuma,bl,Cuma bl_2/411
1973,2,412,6,Panguana,110,20,23,1,12.354,676413,9630632,Aprovechable,,,Pang,,Pang_2/412
1974,2,413,6,Cumala blanca,61,20,24,1,3.799,676412,9630615,Aprovechable,,,Cuma,bl,Cuma bl_2/413
1975,2,414,6,Cumala blanca,55,19,23,1,2.934,676364,9630619,Aprovechable,,,Cuma,bl,Cuma bl_2/414
1976,2,415,6,Zapotillo,60,18,22,1,0,676360,9630621,Semillero,,S,Zapo,,S_Zapo_2/415
1977,2,332,7,Cumala blanca,48,14,18,1,1.647,676503,9630635,Aprovechable,,,Cuma,bl,Cuma bl_2/332
1978,2,333,7,Cumala llorona,64,16,20,1,3.346,676484,9630651,Aprovechable,,,Cuma,ll,Cuma ll_2/333
1979,2,334,7,Ana caspi,55,20,23,1,0,676481,9630672,Semillero,,S,Ana ,ca,S_Ana  ca_2/334
1980,2,335,7,Cumala blanca,66,18,21,1,4.003,676480,9630697,Aprovechable,,,Cuma,bl,Cuma bl_2/335
1981,2,336,7,Zapotillo,49,16,20,1,1.961,676504,9630709,Aprovechable,,,Zapo,,Zapo_2/336
1982,2,337,7,Panguana,70,12,17,1,3.002,676514,9630762,Aprovechable,,,Pang,,Pang_2/337
1983,2,338,7,Panguana,62,12,17,1,0,676507,9630775,Semillero,,S,Pang,,S_Pang_2/338
1984,2,339,7,Cumala caupuri,60,20,24,1,0,676466,9630785,Semillero,,S,Cuma,ca,S_Cuma ca_2/339
1985,2,340,7,Cumala blanca,50,14,17,1,1.787,676464,9630798,Aprovechable,,,Cuma,bl,Cuma bl_2/340
1986,2,341,7,Yacushapana,80,18,22,1,0,676458,9630808,Semillero,,S,Yacu,,S_Yacu_2/341
1987,2,342,7,Cumala blanca,47,18,22,1,0,676435,9630824,Semillero,,S,Cuma,bl,S_Cuma bl_2/342
1988,2,343,7,Cumala llorona,50,12,16,1,1.532,676472,9630865,Aprovechable,,,Cuma,ll,Cuma ll_2/343
1989,2,344,7,Pashaco,70,12,17,1,3.002,676474,9630869,Aprovechable,,,Pash,,Pash_2/344
1990,2,345,7,Cumala blanca,69,16,20,1,3.889,676483,9630896,Aprovechable,,,Cuma,bl,Cuma bl_2/345
1991,2,346,7,Cumala blanca,50,14,18,1,1.787,676511,9630914,Aprovechable,,,Cuma,bl,Cuma bl_2/346
1992,2,347,7,Cumala blanca,60,20,24,1,3.676,676521,9630893,Aprovechable,,,Cuma,bl,Cuma bl_2/347
1993,2,348,7,Andiroba,60,8,15,2,1.47,676509,9630929,Aprovechable,,,Andi,,Andi_2/348
1994,2,349,7,Cumala blanca,51,14,19,2,1.859,676506,9630946,Aprovechable,,,Cuma,bl,Cuma bl_2/349
1995,2,350,7,Andiroba,55,12,15,1,1.853,676517,9630950,Aprovechable,,,Andi,,Andi_2/350
1996,2,351,7,Aguanillo,58,20,24,1,0,676522,9630970,Semillero,,S,Agua,,S_Agua_2/351
1997,2,352,7,Andiroba,50,12,16,2,1.532,676518,9630968,Aprovechable,,,Andi,,Andi_2/352
1998,2,353,7,Aguanillo,52,18,22,1,2.485,676502,9630986,Aprovechable,,,Agua,,Agua_2/353
1999,2,354,7,Aguanillo,47,18,22,1,0,676497,9631097,Semillero,,S,Agua,,S_Agua_2/354
2000,2,355,7,Aguanillo,47,16,20,1,1.804,676502,9631095,Aprovechable,,,Agua,,Agua_2/355
2001,2,356,7,Andiroba,60,16,21,1,0,676521,9631141,Semillero,,S,Andi,,S_Andi_2/356
2002,2,357,7,Cumala blanca,78,20,25,1,6.212,676546,9631171,Aprovechable,,,Cuma,bl,Cuma bl_2/357
2003,2,358,7,Cumala blanca,77,20,24,1,6.054,676558,9631170,Aprovechable,,,Cuma,bl,Cuma bl_2/358
2004,2,359,7,Aguanillo,58,14,18,1,2.404,676571,9631169,Aprovechable,,,Agua,,Agua_2/359
2005,2,360,7,Aguanillo,58,20,24,1,3.435,676535,9631201,Aprovechable,,,Agua,,Agua_2/360
2006,2,361,7,Cumala blanca,55,8,14,2,1.235,676516,9631232,Aprovechable,,,Cuma,bl,Cuma bl_2/361
2007,2,362,7,Cumala blanca,70,18,23,2,4.503,676498,9631282,Aprovechable,,,Cuma,bl,Cuma bl_2/362
2008,2,363,7,Charapilla,70,7,12,2,1.751,676496,9631289,Aprovechable,,,Char,,Char_2/363
2009,2,364,7,Azucar huayo,80,18,22,1,5.881,676469,9631265,Aprovechable,,,Azuc,hu,Azuc hu_2/364
2010,2,365,7,Cumala blanca,78,22,26,1,0,676440,9631276,Semillero,,S,Cuma,bl,S_Cuma bl_2/365
2011,2,366,7,Cumala blanca,73,20,24,1,5.441,676439,9631296,Aprovechable,,,Cuma,bl,Cuma bl_2/366
2012,2,367,7,Aguanillo,70,20,24,1,0,676451,9631319,Semillero,,S,Agua,,S_Agua_2/367
2013,2,368,7,Almendro,66,10,15,1,2.224,676462,9631346,Aprovechable,,,Alme,,Alme_2/368
2014,2,369,7,Cumala blanca,70,20,24,1,5.003,676484,9631353,Aprovechable,,,Cuma,bl,Cuma bl_2/369
2015,2,370,7,Andiroba,67,12,16,1,2.75,676502,9631367,Aprovechable,,,Andi,,Andi_2/370
2016,2,371,7,Aguanillo,62,6,12,2,1.177,676531,9631368,Aprovechable,,,Agua,,Agua_2/371
2017,2,372,7,Aguanillo,73,18,21,1,0,676488,9631460,Semillero,,S,Agua,,S_Agua_2/372
2018,2,373,7,Panguana,135,18,23,1,0,676477,9631462,Semillero,,S,Pang,,S_Pang_2/373
2019,2,374,7,Cumala blanca,67,20,23,1,0,676443,9631509,Semillero,,S,Cuma,bl,S_Cuma bl_2/374
2020,2,375,7,Charapilla,80,18,22,1,5.881,676509,9631548,Aprovechable,,,Char,,Char_2/375
2021,2,376,7,Cumala blanca,70,12,17,1,3.002,676522,9631556,Aprovechable,,,Cuma,bl,Cuma bl_2/376
2022,2,377,7,Mari mari,80,14,18,1,4.574,676505,9631678,Aprovechable,,,Mari,ma,Mari ma_2/377
2023,2,378,7,Andiroba,60,16,20,1,0,676497,9631690,Semillero,,S,Andi,,S_Andi_2/378
2024,2,379,7,Pashaco,75,12,16,1,3.446,676493,9631700,Aprovechable,,,Pash,,Pash_2/379
2025,2,380,7,Canela moena,57,8,16,2,1.327,676466,9631748,Aprovechable,,,Cane,mo,Cane mo_2/380
2026,2,381,7,Anuje rumo,70,10,16,1,2.501,676471,9631749,Aprovechable,,,Anuj,ru,Anuj ru_2/381
2027,2,382,7,Panguana,60,16,20,1,2.941,676470,9631756,Aprovechable,,,Pang,,Pang_2/382
2028,2,383,7,Cumala blanca,58,12,16,1,2.061,676491,9631838,Aprovechable,,,Cuma,bl,Cuma bl_2/383
2029,2,384,7,Palisangre,90,9,15,2,3.722,676521,9631955,Aprovechable,,,Pali,,Pali_2/384
2030,2,385,7,Cumala llorona,60,10,15,2,1.838,676457,9632029,Aprovechable,,,Cuma,ll,Cuma ll_2/385
2031,2,386,7,Cumala llorona,52,12,16,1,1.657,676481,9632044,Aprovechable,,,Cuma,ll,Cuma ll_2/386
2032,2,387,7,Marupa,66,20,24,1,0,676466,9632219,Semillero,,S,Maru,,S_Maru_2/387
2033,2,388,8,Palisangre,126,10,14,2,8.105,676597,9632211,Aprovechable,,,Pali,,Pali_2/388
2034,2,389,8,Mari mari,85,10,14,1,3.688,676559,9632149,Aprovechable,,,Mari,ma,Mari ma_2/389
2035,2,390,8,Cumala llorona,70,10,16,2,2.501,676547,9632145,Aprovechable,,,Cuma,ll,Cuma ll_2/390
2036,2,391,8,Cumala blanca,60,12,16,1,2.205,676588,9632090,Aprovechable,,,Cuma,bl,Cuma bl_2/391
2037,2,392,8,Panguana,80,14,18,1,4.574,676609,9632020,Aprovechable,,,Pang,,Pang_2/392
2038,2,393,8,Cumala blanca,64,12,18,2,2.509,676618,9631998,Aprovechable,,,Cuma,bl,Cuma bl_2/393
2039,2,394,8,Cumala blanca,47,16,20,1,1.804,676596,9631937,Aprovechable,,,Cuma,bl,Cuma bl_2/394
2040,2,395,8,Ana caspi,70,16,20,1,4.002,676632,9631900,Aprovechable,,,Ana ,ca,Ana  ca_2/395
2041,2,396,8,Cumala blanca,47,16,20,1,1.804,676659,9631845,Aprovechable,,,Cuma,bl,Cuma bl_2/396
2042,2,397,8,Cumala blanca,46,18,21,1,1.944,676650,9631852,Aprovechable,,,Cuma,bl,Cuma bl_2/397
2043,2,398,8,Tornillo,96,16,20,1,7.528,676632,9631831,Aprovechable,,,Torn,,Torn_2/398
2044,2,399,8,Cumala blanca,48,14,18,2,1.647,676576,9631840,Aprovechable,,,Cuma,bl,Cuma bl_2/399
2045,2,400,8,Palisangre,80,12,16,1,0,676535,9631802,Semillero,,S,Pali,,S_Pali_2/400
2046,2,471,8,Almendro,90,12,16,2,4.962,676578,9631762,Aprovechable,,,Alme,,Alme_2/471
2047,2,472,8,Copal,52,9,15,1,0,676582,9631665,Semillero,,S,Copa,,S_Copa_2/472
2048,2,473,8,Canela moena,50,10,14,1,1.276,676547,9631531,Aprovechable,,,Cane,mo,Cane mo_2/473
2049,2,474,8,Aguanillo,58,18,22,2,3.091,676533,9631470,Aprovechable,,,Agua,,Agua_2/474
2050,2,475,8,Aguanillo,57,18,22,1,0,676611,9631440,Semillero,,S,Agua,,S_Agua_2/475
2051,2,476,8,Palisangre,70,10,16,1,2.501,676628,9631407,Aprovechable,,,Pali,,Pali_2/476
2052,2,477,8,Mari mari,60,18,21,1,0,676550,9631321,Semillero,,S,Mari,ma,S_Mari ma_2/477
2053,2,478,8,Requia,96,12,16,1,5.646,676559,9631319,Aprovechable,,,Requ,,Requ_2/478
2054,2,479,8,Aguanillo,46,20,24,1,0,676558,9631291,Semillero,,S,Agua,,S_Agua_2/479
2055,2,480,8,Cumala blanca,65,18,21,1,0,676635,9631194,Semillero,,S,Cuma,bl,S_Cuma bl_2/480
2056,2,481,8,Ana caspi,98,14,20,2,6.864,676614,9631168,Aprovechable,,,Ana ,ca,Ana  ca_2/481
2057,2,482,8,Cumala blanca,75,18,22,1,0,676590,9631138,Semillero,,S,Cuma,bl,S_Cuma bl_2/482
2058,2,483,8,Cumala blanca,60,18,24,1,3.308,676579,9631113,Aprovechable,,,Cuma,bl,Cuma bl_2/483
2059,2,484,8,Aguanillo,50,12,16,1,1.532,676569,9631102,Aprovechable,,,Agua,,Agua_2/484
2060,2,485,8,Zapotillo,68,20,24,1,0,676551,9631085,Semillero,,S,Zapo,,S_Zapo_2/485
2061,2,486,8,Andiroba,78,18,23,1,5.591,676568,9631056,Aprovechable,,,Andi,,Andi_2/486
2062,2,487,8,Cumala blanca,95,20,24,1,9.215,676589,9630971,Aprovechable,,,Cuma,bl,Cuma bl_2/487
2063,2,488,8,Aguanillo,50,12,16,1,1.532,676586,9630965,Aprovechable,,,Agua,,Agua_2/488
2064,2,489,8,Aguanillo,70,18,23,1,0,676603,9630969,Semillero,,S,Agua,,S_Agua_2/489
2065,2,490,8,Andiroba,60,10,17,2,1.838,676622,9630951,Aprovechable,,,Andi,,Andi_2/490
2066,2,491,8,Andiroba,80,16,20,1,0,676606,9630955,Semillero,,S,Andi,,S_Andi_2/491
2067,2,492,8,Cumala blanca,77,18,22,2,5.448,676590,9630952,Aprovechable,,,Cuma,bl,Cuma bl_2/492
2068,2,493,8,Panguana,72,12,17,1,3.176,676544,9630853,Aprovechable,,,Pang,,Pang_2/493
2069,2,494,8,Marupa,65,18,23,1,3.882,676564,9630828,Aprovechable,,,Maru,,Maru_2/494
2070,2,495,8,Cumala blanca,67,18,22,1,0,676603,9630755,Semillero,,S,Cuma,bl,S_Cuma bl_2/495
2071,2,496,8,Cumala blanca,70,22,26,1,5.503,676549,9630736,Aprovechable,,,Cuma,bl,Cuma bl_2/496
2072,2,497,8,Cumala blanca,90,20,24,1,8.27,676559,9630718,Aprovechable,,,Cuma,bl,Cuma bl_2/497
2073,2,498,8,Cumala llorona,50,16,20,2,0,676578,9630690,Semillero,,S,Cuma,ll,S_Cuma ll_2/498
2074,2,499,8,Aguanillo,50,16,20,1,2.042,676579,9630691,Aprovechable,,,Agua,,Agua_2/499
2075,2,500,8,Cumala blanca,50,18,21,1,2.297,676590,9630689,Aprovechable,,,Cuma,bl,Cuma bl_2/500
2076,2,501,8,Cumala blanca,47,20,24,1,0,676591,9630681,Semillero,,S,Cuma,bl,S_Cuma bl_2/501
2077,2,502,8,Cumala blanca,57,16,20,1,2.654,676597,9630669,Aprovechable,,,Cuma,bl,Cuma bl_2/502
2078,2,503,8,Yacushapana,73,14,19,1,3.809,676610,9630677,Aprovechable,,,Yacu,,Yacu_2/503
2079,2,504,8,Mari mari,64,9,15,2,1.882,676616,9630677,Aprovechable,,,Mari,ma,Mari ma_2/504
2080,2,505,8,Pashaco,80,18,23,1,5.881,676621,9630674,Aprovechable,,,Pash,,Pash_2/505
2081,2,506,8,Machimango,85,10,16,2,3.688,676614,9630615,Aprovechable,,,Mach,,Mach_2/506
2082,2,507,8,Machimango,67,9,17,1,2.063,676622,9630616,Aprovechable,,,Mach,,Mach_2/507
2083,2,508,8,Caimitillo,67,14,18,1,3.208,676632,9630615,Aprovechable,,,Caim,,Caim_2/508
2084,2,509,8,Machimango,67,8,14,1,1.833,676597,9630616,Aprovechable,,,Mach,,Mach_2/509
2085,2,546,9,Anuje rumo,74,17,20,1,4.752,676668,9630623,Aprovechable,,,Anuj,ru,Anuj ru_2/546
2086,2,547,9,Caimitillo,50,16,19,1,0,676670,9630635,Semillero,,S,Caim,,S_Caim_2/547
2087,2,548,9,Machimango,68,17,20,1,4.013,676699,9630662,Aprovechable,,,Mach,,Mach_2/548
2088,2,549,9,Pashaco,59,15,19,2,2.666,676692,9630684,Aprovechable,,,Pash,,Pash_2/549
2089,2,550,9,Cumala caupuri,68,19,22,1,4.485,676712,9630781,Aprovechable,,,Cuma,ca,Cuma ca_2/550
2090,2,551,9,Cumala blanca,57,19,22,1,3.151,676690,9630790,Aprovechable,,,Cuma,bl,Cuma bl_2/551
2091,2,552,9,Almendro,56,8,13,2,0,676683,9630865,Semillero,,S,Alme,,S_Alme_2/552
2092,2,553,9,Mari mari,75,20,24,1,5.743,676658,9630878,Aprovechable,,,Mari,ma,Mari ma_2/553
2093,2,554,9,Machimango negro,48,16,19,1,0,676693,9630871,Semillero,,S,Mach,ne,S_Mach ne_2/554
2094,2,555,9,Aguanillo,50,17,20,1,2.17,676723,9630922,Aprovechable,,,Agua,,Agua_2/555
2095,2,556,9,Lupuna,68,18,23,1,4.249,676720,9630936,Aprovechable,,,Lupu,,Lupu_2/556
2096,2,557,9,Ana caspi,105,19,24,1,10.694,676752,9630952,Aprovechable,,,Ana ,ca,Ana  ca_2/557
2097,2,558,9,Andiroba,68,17,21,1,4.013,676697,9630924,Aprovechable,,,Andi,,Andi_2/558
2098,2,559,9,Cumala llorona,47,16,19,1,1.804,676698,9630932,Aprovechable,,,Cuma,ll,Cuma ll_2/559
2099,2,560,9,Aguanillo,46,12,19,2,1.296,676678,9630922,Aprovechable,,,Agua,,Agua_2/560
2100,2,561,9,Panguana,81,13,20,2,4.354,676675,9630989,Aprovechable,,,Pang,,Pang_2/561
2101,2,562,9,Aguanillo,49,17,20,1,2.084,676679,9631003,Aprovechable,,,Agua,,Agua_2/562
2102,2,563,9,Aguanillo,58,18,21,1,3.091,676671,9631005,Aprovechable,,,Agua,,Agua_2/563
2103,2,564,9,Cumala caupuri,58,20,24,1,3.435,676694,9631042,Aprovechable,,,Cuma,ca,Cuma ca_2/564
2104,2,565,9,Yacushapana,50,16,19,1,2.042,676699,9631054,Aprovechable,,,Yacu,,Yacu_2/565
2105,2,566,9,Cumala caupuri,62,19,22,2,3.729,676692,9631065,Aprovechable,,,Cuma,ca,Cuma ca_2/566
2106,2,567,9,Cumala caupuri,70,20,24,1,5.003,676722,9631070,Aprovechable,,,Cuma,ca,Cuma ca_2/567
2107,2,568,9,Aguanillo,47,15,19,1,1.692,676697,9631083,Aprovechable,,,Agua,,Agua_2/568
2108,2,569,9,Cumala caupuri,51,19,22,1,2.523,676666,9631119,Aprovechable,,,Cuma,ca,Cuma ca_2/569
2109,2,570,9,Machimango,67,18,22,1,4.125,676663,9631130,Aprovechable,,,Mach,,Mach_2/570
2110,2,571,9,Panguana,85,16,21,1,5.901,676652,9631151,Aprovechable,,,Pang,,Pang_2/571
2111,2,572,9,Cumala blanca,49,17,20,1,2.084,676686,9631131,Aprovechable,,,Cuma,bl,Cuma bl_2/572
2112,2,573,9,Aguanillo,47,15,19,1,1.692,676715,9631155,Aprovechable,,,Agua,,Agua_2/573
2113,2,574,9,Quillosisa,49,14,18,2,1.716,676721,9631167,Aprovechable,,,Quil,,Quil_2/574
2114,2,575,9,Lupuna,115,22,27,1,14.853,676692,9631173,Aprovechable,,,Lupu,,Lupu_2/575
2115,2,576,9,Cachimbo,50,17,20,1,2.17,676678,9631199,Aprovechable,,,Cach,,Cach_2/576
2116,2,577,9,Palisangre,59,13,20,1,2.31,676674,9631238,Aprovechable,,,Pali,,Pali_2/577
2117,2,578,9,Cumala llorona,60,18,21,1,3.308,676671,9631223,Aprovechable,,,Cuma,ll,Cuma ll_2/578
2118,2,579,9,Cumala blanca,55,17,21,2,2.625,676688,9631248,Aprovechable,,,Cuma,bl,Cuma bl_2/579
2119,2,580,9,Cumala blanca,56,18,21,1,2.882,676686,9631320,Aprovechable,,,Cuma,bl,Cuma bl_2/580
2120,2,581,9,Almendro,60,15,20,1,2.757,676670,9631352,Aprovechable,,,Alme,,Alme_2/581
2121,2,582,9,Andiroba,55,16,19,1,2.471,676675,9631376,Aprovechable,,,Andi,,Andi_2/582
2122,2,583,9,Anuje rumo,56,17,20,1,2.722,676649,9631410,Aprovechable,,,Anuj,ru,Anuj ru_2/583
2123,2,584,9,Cumala llorona,63,18,21,1,3.647,676701,9631380,Aprovechable,,,Cuma,ll,Cuma ll_2/584
2124,2,585,9,Anuje rumo,60,15,20,1,2.757,676709,9631377,Aprovechable,,,Anuj,ru,Anuj ru_2/585
2125,2,586,9,Machimango,52,17,21,1,2.347,676720,9631381,Aprovechable,,,Mach,,Mach_2/586
2126,2,587,9,Quillosisa,50,15,20,1,1.914,676711,9631411,Aprovechable,,,Quil,,Quil_2/587
2127,2,588,9,Quillosisa,63,15,21,1,3.039,676697,9631433,Aprovechable,,,Quil,,Quil_2/588
2128,2,589,9,Azucar huayo,60,18,21,1,3.308,676694,9631430,Aprovechable,,,Azuc,hu,Azuc hu_2/589
2129,2,590,9,Quillosisa,72,17,20,1,4.499,676683,9631481,Aprovechable,,,Quil,,Quil_2/590
2130,2,591,9,Machimango,63,17,20,1,3.445,676710,9631549,Aprovechable,,,Mach,,Mach_2/591
2131,2,592,9,Ana caspi,79,18,22,1,5.735,676667,9631596,Aprovechable,,,Ana ,ca,Ana  ca_2/592
2132,2,593,9,Cumala llorona,66,18,21,1,4.003,676657,9631588,Aprovechable,,,Cuma,ll,Cuma ll_2/593
2133,2,594,9,Cumala caupuri,50,19,23,1,0,676675,9631631,Semillero,,S,Cuma,ca,S_Cuma ca_2/594
2134,2,595,9,Mari mari,57,17,21,1,0,676679,9631639,Semillero,,S,Mari,ma,S_Mari ma_2/595
2135,2,596,9,Anuje rumo,58,13,18,1,2.233,676694,9631665,Aprovechable,,,Anuj,ru,Anuj ru_2/596
2136,2,597,9,Palisangre,83,17,21,1,5.979,676691,9631713,Aprovechable,,,Pali,,Pali_2/597
2137,2,598,9,Palisangre,59,17,21,1,3.021,676690,9631733,Aprovechable,,,Pali,,Pali_2/598
2138,2,599,9,Caimitillo,52,15,19,1,2.071,676669,9631815,Aprovechable,,,Caim,,Caim_2/599
2139,2,600,9,Anuje rumo,62,16,19,2,3.14,676675,9631834,Aprovechable,,,Anuj,ru,Anuj ru_2/600
2140,2,601,9,Lupuna,102,20,25,1,10.623,676719,9631878,Aprovechable,,,Lupu,,Lupu_2/601
2141,2,602,9,Cumala llorona,52,16,19,2,2.209,676722,9631886,Aprovechable,,,Cuma,ll,Cuma ll_2/602
2142,2,603,9,Azucar huayo,56,17,21,2,2.722,676696,9631915,Aprovechable,,,Azuc,hu,Azuc hu_2/603
2143,2,604,9,Cachimbo,100,18,23,1,9.189,676652,9631932,Aprovechable,,,Cach,,Cach_2/604
2144,2,605,9,Aguanillo,47,16,20,1,0,676704,9631973,Semillero,,S,Agua,,S_Agua_2/605
2145,2,606,9,Cumala blanca,56,18,22,1,0,676729,9631947,Semillero,,S,Cuma,bl,S_Cuma bl_2/606
2146,2,607,9,Caimitillo,64,15,19,1,3.137,676692,9632032,Aprovechable,,,Caim,,Caim_2/607
2147,2,608,9,Cumala blanca,49,18,21,1,0,676666,9632055,Semillero,,S,Cuma,bl,S_Cuma bl_2/608
2148,2,609,9,Ana caspi,57,16,21,1,0,676701,9632060,Semillero,,S,Ana ,ca,S_Ana  ca_2/609
2149,2,610,9,Panguana,121,17,22,1,12.706,676727,9632077,Aprovechable,,,Pang,,Pang_2/610
2150,2,611,9,Cumala llorona,53,18,23,1,0,676721,9632145,Semillero,,S,Cuma,ll,S_Cuma ll_2/611
2151,2,612,9,Palisangre,46,17,22,1,0,676705,9632142,Semillero,,S,Pali,,S_Pali_2/612
2152,2,613,9,Marupa,57,16,21,2,2.654,676680,9632177,Aprovechable,,,Maru,,Maru_2/613
2153,2,614,9,Tornillo,155,20,25,1,24.53,676664,9632205,Aprovechable,,,Torn,,Torn_2/614
2154,2,615,10,Almendro,69,12,18,1,2.917,676838,9632224,Aprovechable,,,Alme,,Alme_2/615
2155,2,616,10,Aguanillo,51,17,20,1,2.257,676811,9632174,Aprovechable,,,Agua,,Agua_2/616
2156,2,617,10,Almendro,72,13,17,1,3.44,676827,9632167,Aprovechable,,,Alme,,Alme_2/617
2157,2,618,10,Marupa,53,15,19,1,2.151,676799,9632167,Aprovechable,,,Maru,,Maru_2/618
2158,2,619,10,Aguanillo,47,16,19,1,1.804,676793,9632146,Aprovechable,,,Agua,,Agua_2/619
2159,2,620,10,Tornillo,110,18,24,1,0,676782,9632137,Semillero,,S,Torn,,S_Torn_2/620
2160,2,621,10,Mari mari,54,18,21,1,2.68,676749,9632126,Aprovechable,,,Mari,ma,Mari ma_2/621
2161,2,622,10,Cumala llorona,63,18,21,1,3.647,676771,9632081,Aprovechable,,,Cuma,ll,Cuma ll_2/622
2162,2,623,10,Machimango,75,18,21,1,5.169,676770,9632075,Aprovechable,,,Mach,,Mach_2/623
2163,2,624,10,Palisangre,64,17,21,1,3.555,676771,9632059,Aprovechable,,,Pali,,Pali_2/624
2164,2,625,10,Almendro,65,14,19,1,3.02,676772,9632059,Aprovechable,,,Alme,,Alme_2/625
2165,2,626,10,Machimango,54,17,21,1,0,676810,9631995,Semillero,,S,Mach,,S_Mach_2/626
2166,2,627,10,Cumala llorona,52,17,22,1,2.347,676827,9631967,Aprovechable,,,Cuma,ll,Cuma ll_2/627
2167,2,628,10,Charapilla,45,17,22,1,0,676824,9631956,Semillero,,S,Char,,S_Char_2/628
2168,2,629,10,Cumala blanca,54,18,21,1,2.68,676783,9631876,Aprovechable,,,Cuma,bl,Cuma bl_2/629
2169,2,630,10,Pashaco,78,14,20,1,4.348,676803,9631849,Aprovechable,,,Pash,,Pash_2/630
2170,2,631,10,Cumala blanca,65,18,21,1,3.882,676782,9631815,Aprovechable,,,Cuma,bl,Cuma bl_2/631
2171,2,632,10,Pashaco,64,18,23,1,0,676800,9631784,Semillero,,S,Pash,,S_Pash_2/632
2172,2,633,10,Cumala blanca,55,18,22,1,0,676806,9631787,Semillero,,S,Cuma,bl,S_Cuma bl_2/633
2173,2,634,10,Marupa,50,17,21,1,0,676808,9631716,Semillero,,S,Maru,,S_Maru_2/634
2174,2,635,10,Machimango,58,18,22,1,3.091,676826,9631700,Aprovechable,,,Mach,,Mach_2/635
2175,2,636,10,Andiroba,49,17,21,1,0,676798,9631707,Semillero,,S,Andi,,S_Andi_2/636
2176,2,637,10,Anuje rumo,47,15,19,1,0,676781,9631717,Semillero,,S,Anuj,ru,S_Anuj ru_2/637
2177,2,638,10,Cumala blanca,54,19,22,1,2.828,676761,9631715,Aprovechable,,,Cuma,bl,Cuma bl_2/638
2178,2,639,10,Cumala blanca,50,19,22,1,2.425,676758,9631715,Aprovechable,,,Cuma,bl,Cuma bl_2/639
2179,2,640,10,Cumala blanca,50,18,21,1,2.297,676759,9631706,Aprovechable,,,Cuma,bl,Cuma bl_2/640
2180,2,641,10,Aguanillo,48,17,20,1,2,676761,9631686,Aprovechable,,,Agua,,Agua_2/641
2181,2,642,10,Cumala llorona,62,16,20,2,3.14,676820,9631606,Aprovechable,,,Cuma,ll,Cuma ll_2/642
2182,2,643,10,Cumala blanca,76,18,21,1,5.308,676822,9631601,Aprovechable,,,Cuma,bl,Cuma bl_2/643
2183,2,644,10,Panguana,84,18,22,1,0,676806,9631556,Semillero,,S,Pang,,S_Pang_2/644
2184,2,645,10,Caimitillo,56,17,20,1,2.722,676781,9631545,Aprovechable,,,Caim,,Caim_2/645
2185,2,646,10,Cumala llorona,65,18,21,1,3.882,676778,9631538,Aprovechable,,,Cuma,ll,Cuma ll_2/646
2186,2,647,10,Machimango,46,18,21,1,1.944,676780,9631535,Aprovechable,,,Mach,,Mach_2/647
2187,2,648,10,Cumala llorona,49,16,19,2,1.961,676784,9631531,Aprovechable,,,Cuma,ll,Cuma ll_2/648
2188,2,649,10,Andiroba,56,17,21,2,2.722,676779,9631502,Aprovechable,,,Andi,,Andi_2/649
2189,2,650,10,Quillosisa,56,16,20,1,0,676812,9631480,Semillero,,S,Quil,,S_Quil_2/650
2190,2,651,10,Aguanillo,57,18,21,1,2.986,676812,9631454,Aprovechable,,,Agua,,Agua_2/651
2191,2,652,10,Andiroba,53,18,21,1,2.581,676832,9631477,Aprovechable,,,Andi,,Andi_2/652
2192,2,653,10,Machimango,46,16,20,1,1.728,676830,9631476,Aprovechable,,,Mach,,Mach_2/653
2193,2,654,10,Cumala blanca,51,17,20,1,2.257,676782,9631420,Aprovechable,,,Cuma,bl,Cuma bl_2/654
2194,2,655,10,Cumala blanca,49,16,20,2,1.961,676785,9631408,Aprovechable,,,Cuma,bl,Cuma bl_2/655
2195,2,656,10,Lupuna,105,20,25,1,0,676798,9631358,Semillero,,S,Lupu,,S_Lupu_2/656
2196,2,657,10,Almendro,85,12,17,1,4.426,676806,9631204,Aprovechable,,,Alme,,Alme_2/657
2197,2,658,10,Cumala caupuri,52,18,21,1,2.485,676828,9631185,Aprovechable,,,Cuma,ca,Cuma ca_2/658
2198,2,659,10,Aguanillo,61,18,21,1,3.419,676826,9631174,Aprovechable,,,Agua,,Agua_2/659
2199,2,660,10,Cumala blanca,50,19,24,1,0,676805,9631060,Semillero,,S,Cuma,bl,S_Cuma bl_2/660
2200,2,661,10,Almendro,101,14,19,1,7.291,676824,9630981,Aprovechable,,,Alme,,Alme_2/661
2201,2,662,10,Charapilla,72,16,19,1,4.234,676842,9630992,Aprovechable,,,Char,,Char_2/662
